#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Aci00891","SAMEA7451243","PRJEB40828","GCA_904887595.1","Contig",3.97252,38.8,,"CAJHHH01",40,3713,"2021-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/887/595/GCA_904887595.1_Aci00891-181025_contigs_filtered.fa.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/887/595/GCF_904887595.1_Aci00891-181025_contigs_filtered.fa.gz"
"Acinetobacter baumannii NIPH 1734","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 1734","SAMN01828174","PRJNA183314","GCA_000368245.1","Scaffold",3.97476,39,,"APOX01",11,3596,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/245/GCA_000368245.1_Acin_baum_NIPH_1734_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/245/GCF_000368245.1_Acin_baum_NIPH_1734_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","161514","SAMN10426731","PRJNA505595","GCA_008801795.1","Contig",3.83936,38.9,,"RPDK01",22,3514,"2019-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/801/795/GCA_008801795.1_ASM880179v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/801/795/GCF_008801795.1_ASM880179v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","3159","SAMN14567567","PRJNA624101","GCA_016635075.1","Scaffold",4.09061,38.9,,"JABBFT01",35,3766,"2021-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/635/075/GCA_016635075.1_ASM1663507v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/635/075/GCF_016635075.1_ASM1663507v1"
"Acinetobacter baumannii NIPH 24","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 24","SAMN01087912","PRJNA183334","GCA_000367885.1","Scaffold",3.89398,39.1,,"APOF01",12,3571,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/885/GCA_000367885.1_Acin_baum_NIPH_24_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/885/GCF_000367885.1_Acin_baum_NIPH_24_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045697","SAMEA104305193","PRJEB19226","GCA_900494775.1","Contig",3.73129,38.8,,"UFHU01",18,3455,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/494/775/GCA_900494775.1_24276_2_163","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/494/775/GCF_900494775.1_24276_2_163"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045704","SAMEA104305200","PRJEB19226","GCA_900495005.1","Contig",3.73031,38.8,,"UFIG01",18,3453,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/495/005/GCA_900495005.1_24276_2_170","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/005/GCF_900495005.1_24276_2_170"
"Acinetobacter baumannii NIPH 2061","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 2061","SAMN01828175","PRJNA183315","GCA_000368225.1","Scaffold",3.98549,38.9,,"APOW01",12,3685,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/225/GCA_000368225.1_Acin_baum_NIPH_2061_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/225/GCF_000368225.1_Acin_baum_NIPH_2061_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LUH_7841","SAMN03366522","PRJNA276040","GCA_001007685.1","Contig",3.80122,38.9,,"JZBX01",16,3452,"2015-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/007/685/GCA_001007685.1_ASM100768v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/685/GCF_001007685.1_ASM100768v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045861","SAMEA104305356","PRJEB19226","GCA_900496455.1","Scaffold",3.82584,38.9,,"UFOA01",20,3516,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/496/455/GCA_900496455.1_24276_3_20","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/455/GCF_900496455.1_24276_3_20"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045865","SAMEA104305360","PRJEB19226","GCA_900496465.1","Contig",3.95186,38.7,,"UFOB01",39,3712,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/496/465/GCA_900496465.1_24276_3_24","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/465/GCF_900496465.1_24276_3_24"
"Acinetobacter baumannii 426863","Bacteria;Proteobacteria;Gammaproteobacteria","426863","SAMN02415079","PRJNA194854","GCA_000588475.1","Contig",3.89238,39.1,,"JFYF01",20,3562,"2014-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/588/475/GCA_000588475.1_ASM58847v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/588/475/GCF_000588475.1_ASM58847v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KCRI-164C","SAMEA4646210","PRJEB26612","GCA_900406675.1","Contig",3.73445,39,,"OVBZ01",56,3415,"2018-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/675/GCA_900406675.1_De_novo_assembly_of_KCRI_isolate_RDK01_164C","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/406/675/GCF_900406675.1_De_novo_assembly_of_KCRI_isolate_RDK01_164C"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SGH0410","SAMN08637734","PRJNA421215","GCA_003020365.1","Contig",4.05472,39,,"PYEB01",73,3800,"2018-03-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/365/GCA_003020365.1_ASM302036v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/365/GCF_003020365.1_ASM302036v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab42","SAMN14567389","PRJNA624091","GCA_012524085.1","Contig",3.71002,39,,"JAAZUE01",31,3318,"2020-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/524/085/GCA_012524085.1_ASM1252408v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/524/085/GCF_012524085.1_ASM1252408v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045744","SAMEA104305240","PRJEB19226","GCA_900495315.1","Scaffold",3.78135,38.9,,"UFJT01",30,3446,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/495/315/GCA_900495315.1_24276_2_210","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/315/GCF_900495315.1_24276_2_210"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","571B5-12EESBL","SAMEA6242919","PRJEB35515","GCA_902705405.1","Contig",3.98123,38.9,,"CACSGY01",30,3634,"2020-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/705/405/GCA_902705405.1_AB571B5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/705/405/GCF_902705405.1_AB571B5"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","WE2714","SAMN08123212","PRJNA474978","GCA_003231175.1","Scaffold",4.04006,39.3,,"QKVH01",517,3784,"2018-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/175/GCA_003231175.1_ASM323117v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/231/175/GCF_003231175.1_ASM323117v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB31","SAMN08619596","PRJNA436221","GCA_003006945.1","Scaffold",3.77095,39,,"PXMF01",37,3449,"2018-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/945/GCA_003006945.1_ASM300694v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/945/GCF_003006945.1_ASM300694v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG31977","SAMN10261640","PRJNA497581","GCA_003978795.1","Contig",4.01841,42.7,,"RFAY01",33,3673,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/978/795/GCA_003978795.1_ASM397879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/978/795/GCF_003978795.1_ASM397879v1"
"Acinetobacter baumannii Ab11111","Bacteria;Proteobacteria;Gammaproteobacteria","Ab11111","SAMN02596915","PRJNA157163","GCA_000297915.1","Scaffold",4.08033,39.1,,"AKAQ01",10,3740,"2012-09-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/915/GCA_000297915.1_Acin_baum_Ab11111_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/915/GCF_000297915.1_Acin_baum_Ab11111_V1"
"Acinetobacter baumannii BIDMC 56","Bacteria;Proteobacteria;Gammaproteobacteria","BIDMC 56","SAMN02581277","PRJNA234144","GCA_000692095.1","Scaffold",3.94448,39,,"JMUH01",10,3620,"2014-05-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/095/GCA_000692095.1_Acin_baum_BIDMC_56_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/095/GCF_000692095.1_Acin_baum_BIDMC_56_V1"
"Acinetobacter baumannii R1B","Bacteria;Proteobacteria;Gammaproteobacteria","R1B","SAMN02628532","PRJNA237446","GCA_000623035.1","Scaffold",4.25481,38.9,,"JICK01",23,3954,"2014-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/035/GCA_000623035.1_Acin_baum_R1B_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/035/GCF_000623035.1_Acin_baum_R1B_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB-HZ-B30","SAMN08471689","PRJNA433073","GCA_006366735.1","Contig",4.07408,38.8,,"PRIR01",30,3772,"2019-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/366/735/GCA_006366735.1_ASM636673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/366/735/GCF_006366735.1_ASM636673v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KCRI-423","SAMEA4646216","PRJEB26612","GCA_900406745.1","Contig",4.07983,39.2,,"OVCG01",184,3831,"2018-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/745/GCA_900406745.1_De_novo_assembly_of_KCRI_isolate_RDK06_423","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/406/745/GCF_900406745.1_De_novo_assembly_of_KCRI_isolate_RDK06_423"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","INTEC_BI15","SAMN16287534","PRJNA659100","GCA_014858105.1","Scaffold",4.46515,38.8,,"JACZEI01",40,4100,"2020-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/105/GCA_014858105.1_ASM1485810v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/105/GCF_014858105.1_ASM1485810v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045759","SAMEA104305255","PRJEB19226","GCA_900495385.1","Scaffold",3.84584,38.9,,"UFJY01",47,3521,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/495/385/GCA_900495385.1_24276_2_225","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/495/385/GCF_900495385.1_24276_2_225"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045873","SAMEA104305373","PRJEB19226","GCA_900496615.1","Contig",3.93487,38.7,,"UFOS01",39,3695,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/496/615/GCA_900496615.1_24276_3_31","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/615/GCF_900496615.1_24276_3_31"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","4300STDY7045860","SAMEA104305355","PRJEB19226","GCA_900496415.1","Contig",3.92759,38.7,,"UFOD01",28,3682,"2018-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/496/415/GCA_900496415.1_24276_3_19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/415/GCF_900496415.1_24276_3_19"
"Acinetobacter baumannii 146457","Bacteria;Proteobacteria;Gammaproteobacteria","146457","SAMN02380515","PRJNA194699","GCA_000580655.1","Contig",4.07415,42.8,,"JEWS01",38,3713,"2014-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/580/655/GCA_000580655.1_ASM58065v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/580/655/GCF_000580655.1_ASM58065v1"
"Acinetobacter baumannii NIPH 146","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 146","SAMN01828177","PRJNA183317","GCA_000368185.1","Scaffold",3.95315,39,,"APOU01",1,3618,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/185/GCA_000368185.1_Acin_baum_NIPH_146_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/185/GCF_000368185.1_Acin_baum_NIPH_146_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KCRI-558","SAMEA4646221","PRJEB26612","GCA_900406755.1","Contig",4.07939,39.1,,"OVCM01",125,3843,"2018-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/755/GCA_900406755.1_De_novo_assembly_of_KCRI_isolate_RDK05_558","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/406/755/GCF_900406755.1_De_novo_assembly_of_KCRI_isolate_RDK05_558"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG16747","SAMN10261596","PRJNA497581","GCA_003948415.1","Contig",3.67896,39,,"RFBU01",23,3382,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/415/GCA_003948415.1_ASM394841v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/948/415/GCF_003948415.1_ASM394841v1"
"Acinetobacter baumannii NIPH 329","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 329","SAMN01828148","PRJNA183257","GCA_000369225.1","Scaffold",4.00575,39.1,,"APQY01",8,3695,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/225/GCA_000369225.1_Acin_baum_NIPH_329_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/225/GCF_000369225.1_Acin_baum_NIPH_329_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB3","SAMN09667772","PRJNA481426","GCA_003336125.1","Contig",4.21357,39.2,,"QPHY01",172,3961,"2018-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/125/GCA_003336125.1_ASM333612v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/336/125/GCF_003336125.1_ASM333612v1"
"Acinetobacter baumannii 532279","Bacteria;Proteobacteria;Gammaproteobacteria","532279","SAMN02385040","PRJNA194768","GCA_000581895.1","Contig",4.04253,38.8,,"JEYH01",34,3663,"2014-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/581/895/GCA_000581895.1_ASM58189v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/581/895/GCF_000581895.1_ASM58189v1"
"Acinetobacter baumannii NIPH 410","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 410","SAMN01828139","PRJNA183248","GCA_000413915.1","Scaffold",4.04731,39,,"ATGJ01",15,3708,"2013-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/413/915/GCA_000413915.1_Acin_baum_NIPH_410_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/915/GCF_000413915.1_Acin_baum_NIPH_410_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","280/1C","SAMN05257113","PRJNA326058","GCA_001693125.1","Contig",4.12381,39.8,,"MACB01",992,3823,"2016-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/125/GCA_001693125.1_ASM169312v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/125/GCF_001693125.1_ASM169312v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH681","SAMN04745442","PRJNA314151","GCA_001864575.1","Scaffold",3.74531,38.9,,"LYJI01",64,3417,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/864/575/GCA_001864575.1_ASM186457v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/864/575/GCF_001864575.1_ASM186457v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","PR336","SAMN06837749","PRJNA384060","GCA_002142735.1","Contig",3.79177,38.9,,"NGDZ01",24,3530,"2017-05-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/735/GCA_002142735.1_ASM214273v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/735/GCF_002142735.1_ASM214273v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB5674","SAMN03078683","PRJNA261239","GCA_001612435.1","Scaffold",3.86925,39,,"LREP01",34,3594,"2016-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/435/GCA_001612435.1_ASM161243v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/435/GCF_001612435.1_ASM161243v1"
"Acinetobacter baumannii 1437282","Bacteria;Proteobacteria;Gammaproteobacteria","1437282","SAMN02380510","PRJNA194714","GCA_000580915.1","Contig",3.9548,43,,"JEWN01",35,3620,"2014-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/580/915/GCA_000580915.1_ASM58091v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/580/915/GCF_000580915.1_ASM58091v1"
"Acinetobacter baumannii ANC 4097","Bacteria;Proteobacteria;Gammaproteobacteria","ANC 4097","SAMN01828141","PRJNA183250","GCA_000369365.1","Scaffold",4.25258,39.1,,"APRF01",19,3980,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/365/GCA_000369365.1_Acin_baum_ANC_4097_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/365/GCF_000369365.1_Acin_baum_ANC_4097_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","C1T1-1","SAMN10784976","PRJNA516072","GCA_004153295.1","Contig",4.12359,38.5,,"SEUG01",35,3846,"2019-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/153/295/GCA_004153295.1_ASM415329v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/295/GCF_004153295.1_ASM415329v1"
"Acinetobacter baumannii NIPH 527","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 527","SAMN01828150","PRJNA183259","GCA_000369185.1","Scaffold",4.188,39.2,,"APQW01",18,3862,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/185/GCA_000369185.1_Acin_baum_NIPH_527_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/185/GCF_000369185.1_Acin_baum_NIPH_527_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB967","SAMN03078659","PRJNA261239","GCA_001612025.1","Scaffold",3.79503,38.8,,"LRDS01",27,3509,"2016-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/025/GCA_001612025.1_ASM161202v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/025/GCF_001612025.1_ASM161202v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","INTEC_AI6","SAMN16287478","PRJNA659100","GCA_014926505.1","Scaffold",4.69086,38.8,,"JADDLT01",60,4307,"2020-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/926/505/GCA_014926505.1_ASM1492650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/926/505/GCF_014926505.1_ASM1492650v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ACIN00243","SAMN12220295","PRJNA475751","GCA_016506315.1","Contig",4.02793,38.9,,"JADVLH01",27,3686,"2021-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/506/315/GCA_016506315.1_ASM1650631v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/506/315/GCF_016506315.1_ASM1650631v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AC1560","SAMN18129820","PRJNA573295","GCA_017349275.1","Contig",3.75332,38.9,,"JAFMOM01",28,3435,"2021-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/349/275/GCA_017349275.1_ASM1734927v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/349/275/GCF_017349275.1_ASM1734927v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ACIN00176","SAMN10435513","PRJNA475751","GCA_016506845.1","Contig",3.79323,39,,"JADVMG01",23,3463,"2021-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/506/845/GCA_016506845.1_ASM1650684v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/506/845/GCF_016506845.1_ASM1650684v1"
"Acinetobacter baumannii NIPH 290","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH 290","SAMN01828143","PRJNA183252","GCA_000369325.1","Scaffold",4.02649,39.3,,"APRD01",14,3777,"2013-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/325/GCA_000369325.1_Acin_baum_NIPH_290_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/325/GCF_000369325.1_Acin_baum_NIPH_290_V1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","NUBRI-A","SAMN11096027","PRJNA526336","GCA_004790725.1","Contig",3.7438,38.9,,"SOYV01",19,3432,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/790/725/GCA_004790725.1_ASM479072v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/790/725/GCF_004790725.1_ASM479072v1"
"Acinetobacter baumannii 655378","Bacteria;Proteobacteria;Gammaproteobacteria","655378","SAMN02385042","PRJNA194769","GCA_000582965.2","Contig",3.97336,39,,"JFCE02",31,3610,"2014-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/965/GCA_000582965.2_ASM58296v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/965/GCF_000582965.1_ASM58296v2"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ACIN00181","SAMN10435517","PRJNA475751","GCA_016508455.1","Contig",3.72196,38.8,,"JADVME01",35,3437,"2021-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/508/455/GCA_016508455.1_ASM1650845v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/508/455/GCF_016508455.1_ASM1650845v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","RB-1399","SAMN06041134","PRJNA354075","GCA_001891205.1","Contig",4.1041,38.8,,"MPPK01",24,3751,"2016-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/891/205/GCA_001891205.1_ASM189120v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/891/205/GCF_001891205.1_ASM189120v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","INTEC_BI5","SAMN16191153","PRJNA659100","GCA_014705645.1","Scaffold",4.4615,38.8,,"JACXKJ01",39,4096,"2020-09-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/645/GCA_014705645.1_ASM1470564v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/645/GCF_014705645.1_ASM1470564v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","INTEC_AI12","SAMN16287484","PRJNA659100","GCA_014858045.1","Scaffold",3.99547,38.8,,"JACZEF01",45,3656,"2020-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/045/GCA_014858045.1_ASM1485804v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/045/GCF_014858045.1_ASM1485804v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","J1","SAMEA1709744","PRJEB2801","GCA_001511875.1","Scaffold",3.964,39.1,,"FBWQ01",59,3709,"2016-01-09T22:19:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/875/GCA_001511875.1_9179_4_76","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/511/875/GCF_001511875.1_9179_4_76"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG21149","SAMN10261578","PRJNA497581","GCA_003948685.1","Contig",3.98975,38.9,,"RFCM01",30,3698,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/685/GCA_003948685.1_ASM394868v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/948/685/GCF_003948685.1_ASM394868v1"
